Animal_short,fracgaspasture,fracgasdaily,fracgassolid,fracgassolidcov,fracgassolidbulk,fracgassolidadd,fracgasdrylot,fracgaspit1,fracgaspit3,fracgaspit4,fracgaspit6,fracgaspit12,fracgasliquid1,fracgasliquid3,fracgasliquid4,fracgasliquid6,fracgasliquid12,fracgasliquidnatcov1,fracgasliquidnatcov3,fracgasliquidnatcov4,fracgasliquidnatcov6,fracgasliquidnatcov12,fracgasliquidsolcov1,fracgasliquidsolcov3,fracgasliquidsolcov4,fracgasliquidsolcov6,fracgasliquidsolcov12,fracgaslagoon,fracgasbiogaslowleak1,fracgasbiogaslowleak2,fracgasbiogaslowleak3,fracgasbiogashighleak1,fracgasbiogashighleak2,fracgasbiogashighleak3,fracgasburned,fracgasdeepnomix2,fracgasdeepnomix1,fracgasdeepmix2,fracgasdeepmix1,fracgascompostves,fracgascompoststat,fracgascompostint,fracgascompostpass,fracgaslitter,fracgasnolitter,fracgasareobic,fracgasaerproc,HerdType_short,ADM0_CODE
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,173
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,173
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,173
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,173
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,173
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,173
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,173
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,174
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,174
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,174
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,174
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,174
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,174
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,174
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,174
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,175
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,175
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,175
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,175
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,175
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,175
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,175
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,175
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,176
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,176
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,176
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,176
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,176
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,176
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,176
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,176
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,177
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,177
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,177
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,177
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,177
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,177
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,177
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,177
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,178
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,178
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,178
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,178
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,178
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,178
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,178
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,178
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,179
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,179
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,179
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,179
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,179
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,179
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,179
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,179
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,180
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,180
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,180
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,180
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,180
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,180
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,180
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,180
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,181
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,181
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,181
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,181
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,181
GTS,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,181
SHP,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,181
CML,0.2,0.07,0.12,0.12,0.12,0.12,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,,,0.4,0.4,,181
PGS,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,,,0.48,0.48,,182
CTL,0.2,0.07,0.3,0.3,0.3,0.3,0.2,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,DRY,182
CHK,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.55,0.55,0.55,0.55,0.55,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.55,0.48,0.48,,182
CTL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,182
BFL,0.2,0.07,0.45,0.45,0.45,0.45,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,0.4,0.4,,182
