GLEAM_code,Item_Name,GLEAM3_name,Category,data,item_code_cpc,source_item_code_cpc,item_code_fao,source_item_code_fao,description,cattle,sheep,goat,pigs,chicken,species,faostat_domain,cr_slope,cr_intercept,DM,GE,DE_ruminants,DE_pigs,ME_ruminants,ME_pigs,ME_chickens,CP,N_content,N_dig_ruminants,N_dig_pigs,reference1,reference2,note
F118,"Peas, dry",PULSES,Pulses,available,1705,1705,187,187,Leguminous beans (Pisum sativum),Y,Y,Y,Y,Y,Monogastrics,Production,,,86.5,18.3,16.5,16.1,13.4,15.4,12.5,23.9,0.0382399999999999,78,84.9,https://www.feedipedia.org/node/264,,
F119,"Cow peas, straw",PSTRAW,Crop residues,available,,1706,,195,"Fibrous residual plant material such as straw, from leguminous plants cultivation (Vigna unguiculata).",Y,Y,,Y,Y,Monogastrics,Production,1.13,0.85,95,17.8999999999999,11.2,,9,,,13.7,0.0219199999999999,67.6,,https://www.feedipedia.org/node/17446,,
F120,"Cow peas, dry",PULSES,Pulses,available,1706,1706,195,195,Leguminous beans (Vigna unguiculata),Y,Y,,Y,Y,Monogastrics,Production,,,89.9,18.7,16.8999999999999,15.2,13.6,14.5,13.4,25.2,0.04032,,72.3,https://www.feedipedia.org/node/11572,,
F121,"Pigeon peas, straw",PSTRAW,Crop residues,available,,1707,,197,"Fibrous residual plant material such as straw, from leguminous plants cultivation (Cajanus cajan).",Y,Y,Y,Y,Y,All,Production,1.13,0.85,61.05,19.45,11.45,,9.14999999999999,,,16.75,0.0268,64.5,,see sheet Pigeon peas straw),,
F122,"Pigeon peas, dry",PULSES,Pulses,available,1707,1707,197,197,Leguminous beans (Cajanus cajan),,,,,,Monogastrics,Production,,,89.2,18.7,16.7,14.3,13.5,13.6,14.1,22.4,0.0358399999999999,,88.4,https://www.feedipedia.org/node/329,,
F123,"Bambara beans, straw",PSTRAW,Crop residues,available,,1708,,203,"Fibrous residual plant material such as straw, from leguminous plants cultivation (Vigna subterranea) .",Y,Y,Y,,,Ruminants,Production,1.13,0.85,91.3,17.2,8,,6.5,,,11.2,0.0179199999999999,,,https://www.feedipedia.org/node/531,,
F124,"Bambara beans, dry",PULSES,Pulses,available,1708,1708,203,203,Leguminous beans (Vigna subterranea),Y,Y,Y,,,Ruminants,Production,,,86.8,19.3999999999999,17.6,14.4,15.9,11.5,10.5,19.8,0.03168,,,https://www.feedipedia.org/node/530,,
F125,"Vetches, straw",PSTRAW,Crop residues,available,,1709.01,,205,"Fibrous residual plant material such as straw, from leguminous plants cultivation (Vicia sativa).",Y,Y,Y,Y,Y,All,Production,1.13,0.85,91.1,17.8,9.5,,7.7,,,7,0.0112,47.8,,https://www.feedipedia.org/node/16591,,
F126,Vetches,PULSES,Pulses,available,1709.01,1709.01,205,205,Leguminous beans (Vicia sativa),Y,Y,Y,Y,Y,All,Production,,,87.9,18.8999999999999,17.2,15.5,13.8,14.7,10.8,28.4,0.0454399999999999,86,95.5,https://www.feedipedia.org/node/12014,https://www.feedtables.com/content/common-vetch,
F127,"Lupins, straw",PSTRAW,Crop residues,available,,1709.02,,210,"Fibrous residual plant material such as straw, from leguminous plants cultivation (Lupinus spp.).",Y,Y,Y,Y,,Monogastrics,Production,1.13,0.85,17.8,18.2,11.1,,8.8,,,15.5,0.0247999999999999,,,https://www.feedipedia.org/node/24503,,
F128,Lupins,PULSES,Pulses,available,1709.02,1709.02,210,210,Leguminous beans (Lupinus spp.),Y,Y,Y,Y,Y,All,Production,,,89,20.6666666666666,18.5063999999999,16.1333333333333,14.2666666666666,14.9666666666666,11.25,37.9333333333333,0.0606933333333333,80,83.3,see sheet Lupins),,
F129,"Other pulses n.e.c., straw",PSTRAW,Crop residues,available,,1709.9,,211,"Fibrous residual plant material such as straw, from leguminous plants cultivation (other pulses).",,,,,,Monogastrics,Production,1.13,0.85,80.525,18.065,9.48499999999999,,7.645,,,9.925,0.01588,50.4875,,Calculates as average of values for known pulses straw,,
F130,Other pulses n.e.c.,PULSES,Pulses,available,1709.9,1709.9,211,211,Other leguminous beans.,,,,,,Monogastrics,Production,,,87.9,18.9222222222222,16.7463666666666,15.1611111111111,13.5847222222222,13.7930555555556,12.2590909090909,25.3694444444444,0.0405911111111111,76.9444444444445,82.7909090909091,Calculates as average of values for known pulses,,
F131,Sugar beet,,Other,available,1801,1801,157,157,"Sugar beet pulp, dehydrated",Y,Y,Y,Y,Y,All,Production,,,88.8,17.1,11.97,12.2,11.4,11.5,,8.9,0.01424,70,49,https://www.feedipedia.org/node/24378,,
F132,"Sugar cane, tops",TOPS,Crop residues,available,,1802,,156,"Top portion of sugarcane (Saccharum spp.) plants, consisting of green leaves, bundle sheath and variable proportions of immature cane.",,,,,,All,Production,0.28,0,26.8,18,9.8,,8,,,4.9,0.00783999999999999,43.6,,http://www.feedipedia.org/node/558,,
F133,Sugar cane,,Other,available,1802,1802,156,156,"Sugar cane (Saccharum officinarum); Sugarcane forage, whole plant",,,,,,,Production,,,23.2,18.2,11,,9,,,4.3,0.00688,65,,https://www.feedipedia.org/node/14464,,
F134,Other sugar crops n.e.,,Other,missing,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,
F135,Fodder silage cerelas,FDDRSIL,Fodder crop,missing,,,,,"Silage from whole barley (Hordeum vulgare), oat (Avena sativa), buckwheat (Fagopyrum esculentum), fonio (Digitaria spp.) plants.",,,,,,Ruminants,,1.09,0.88,,,,,,,,,,,,,,
F136,Maize for forage and silage,FDDRSIL,Fodder crop,available,1911,112,636,56,Hay or silage from whole maize (Zea mays) plants.,Y,Y,Y,Y,,All,Trade,1.03,0.61,30.3,18.95,13.0249999999999,,10.775,,,7.225,0.01156,58.6,,see sheet Fodder silage maize),,
F137,Alfalfa for forage and silage,FDDRSIL,Fodder crop,available,1912,1912,641,641,Hay or silage from alfalfa (Medicago sativa).,Y,Y,,Y,Y,All,Trade,,,30.8,18.2,11.3,8,8.9,,,19.1,0.03056,71,,https://www.feedipedia.org/node/11746,,
F138,"Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets",,Crop residues,,1913,NA,635,NA,"Cereal Straws (Wheat, Barley, Oat, Triticale, Rye, Tef)",,,,,,,Trade,1.09,0.88,91.26,18.3,8.5,2.54,6.93,2.24,3.1,3.83,0.006128,16.48,60.95,see sheet Cereal straw,,"This is redundant, as we have data on crop residues from single cereals"
F139,"Sorghum, for forage",FDDRSIL,Fodder crop,missing,1919.01,114,,83,,,,,,,,,0.88,1.33,,,,,,,,,,,,,,
F140,"Rye grass, for forage",,Fodder crop,available,1919.02,116,,71,"Rye, aerial part, fresh",,Y,Y,Y,,All,,1.09,0.88,16.8,17.8,11.9,,9.5,,,15.1,,71.7,,https://www.feedipedia.org/node/12543,,
F141,"Clover, for forage",,Fodder crop,available,1919.03,NA,640,NA,"Clover (Trifulium spp),fresh",Y,Y,Y,,,,Trade,,,17.15,18.05,13.01,,10.34,,,19.7,0.03152,76.71,,see sheet Clover,,
F142,"Cabbage, for forage",,Fodder crop,missing,1919.04,1212,,358,,,,,,,,,,,,,,,,,,,,,,,,
F143,"Turnips, for forage",,Fodder crop,available,1919.05,1251,646,426,"Rape forage, silage (Brassica sp)",,,,,,,Trade,1.07,1.54,17.2,16.5,12.4,,9.9,,,16.4,0.02624,74.9,,https://www.feedipedia.org/node/15686,,
F144,Beets for fodder,FDDRBEET,Fodder crop,available,1919.06,1801,647,157,"Fodder beet (Beta vulgaris), also known as mangel beet or field beet, used as animal feed.",Y,y,Y,Y,,All,Trade,1.07,1.54,16.1,16.2,13.6889999999999,13,11.5,12.7,10.1,16.7,0.0267199999999999,68.9,67.3,httphttps://www.feedipedia.org/node/11842,,
F145,"Carrots, for forage",,Fodder crop,available,1919.07,1251,NA,426,"Carrot roots, dehydrated",,,,,,,Production,1.07,1.54,90,17.7,14.8,13.3,12.3,12.8,,11.1,0.01776,,,https://www.feedipedia.org/node/14338,,
F146,"Swedes, for forage",,Fodder crop,missing,1919.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
F147,"Hay, from grasses",GRASSH,Fodder crop,available,1919.09,1919.09,857,857,"Hay (grass is cut, dried and stored) or silage (grass is cut and fermented) from any natural or cultivated grass.",,,,,,Ruminants,Trade,,,89.9,18.09,10.18,,8.22,,,9.35,0.01496,47.65,,see sheet Hay grass non-leguminose,,
F148,"Hay, from grasses, imported",GRASSH2,Fodder crop,available,1919.09,1919.09,857,857,Hay from adjacent areas.,,,,,,Ruminants,Trade,,,89.9,18.09,10.18,,8.22,,,9.35,0.01496,47.65,,see sheet Hay grass non-leguminose,,
F149,"Hay for forage, from legumes",GRASSLEGH,Fodder crop,available,1919.1,NA,858,NA,Hay or silage produced from a mixture of any type of leguminous plants (Fabacae).,,,,,,,Trade,1.13,0.85,89.9,18.36,10.3,,8.16,,,16.2,0.02592,73.74,,see sheet Hay grass leguminose,,
F150,"Hay for forage, from other crops n.e.c.",FDDRSIL,Fodder crop,available,1919.11,NA,859,NA,Hay from unspecified plants.,,,,,,Ruminants,,,,66.16,18.338,10.997,8,8.855,,,12.245,0.019592,59.728,,average of other Hay items,,
F151,"Other grasses, for forage",GRASSF,Grass and leaves,available,1919.91,NA,639,NA,"Fresh grass for forage ( Agrostis spp,Sorghum almum,Pennisetum purpureum …)",Y,Y,Y,,,Ruminans,Trade,,,24.31,17.98,11.11,,8.91,,,11,0.0176,58.45,,see sheet Other grass,,
F152,"Other legumes, for forage",GRASSLEGF,Fodder crop,available,1919.92,NA,643,NA,,,,,,,,Trade,,,21.71,18.55,12.68,,10.05,,,20.22,0.032352,68.45,,see sheet Other legumes,,
F153,"Mixed grass and legumes, for forage",GRASSLEGF,Fodder crop,available,1919.93,,,,Fresh mixture of any type of grass and leguminous plants that is fed to the animals.,,,,,,Ruminants,Trade,,,21.1325,18.625,12.7354,7.9,10.375,7.25,5.65,18.21,0.029136,69.875,52.4,"average of Fresh Grass and Other legumes, for forage.",,
F154,"Other oilseeds, for forage",,Fodder crop,available,1919.94,,,,,,,,,,,,,,15.8,17.3,11,,8.9,,,13,0.0208,,70.3,https://www.feedipedia.org/node/12667,,
F155,"Other forage crops, n.e.c.",,Fodder crop,available,1919.95,,655,NA,Any other crop of the vegetable group that is cultivated for fodder.,,,,,,,,,,41.1,16.8,13.6296666666666,13.15,11.2333333333333,12.75,10.1,14.7333333333333,0.0235733333333333,71.9,67.3,"average from turnips, beet and carrots forage",,
F156,"Other forage products, n.e.c.",,Fodder crop,available,1919.96,,651,NA,,,,,,,,,,,48.805,17.794,12.0784,11.4333333333333,9.7815,12.75,10.1,14.0225,0.0222444444444444,65.65,67.3,aerage from other Fodder crops,,
F157,"Seed cotton, unginned",,Oil crops,missing,1921.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F158,"True hemp, raw or retted",,Other,missing,1929.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F159,"Vegetable products, fresh or dry nes",,Other,missing,1990.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F160,Raw milk of cattle,Raw milk of cattle,Animal products,available,2211,,,,Raw milk of cattle,Y,,,,,,,,,12.2,21.9488524590164,21.2903868852459,,20.4387714098361,,,26.2295081967213,0.0411120818130428,,,"Nayak, C., C. T. Ramachandra, and G. Kumar. ""A Comprehensive Review on Composition of Donkey Milk in Comparison to Human, Cow, Buffalo, Sheep, Goat, Camel and Horse Milk."" Mysore Journal of Agricultural Sciences 54, no. 3 (2020). | GE=value in kcal*conversion factor from kcal to MJ of 0.004184 | From GE to DE=0.97; From DE to ME=0.96 (Calculated from National Research Council, Committee on Animal Nutrition, & Subcommittee on Dairy Cattle Nutrition. (2001). Nutrient requirements of dairy cattle: 2001. National Academies Press.)",,
F161,Raw milk of buffalo,Raw milk of buffalo,Animal products,available,2212,,,,Raw milk of buffalo,,,,,,,,,,17.6,24.3195,23.589915,,22.6463184,,,28.4090909090909,0.0445283556568823,,,"Nayak, C., C. T. Ramachandra, and G. Kumar. ""A Comprehensive Review on Composition of Donkey Milk in Comparison to Human, Cow, Buffalo, Sheep, Goat, Camel and Horse Milk."" Mysore Journal of Agricultural Sciences 54, no. 3 (2020). | GE=value in kcal*conversion factor from kcal to MJ of 0.004184 | From GE to DE=0.97; From DE to ME=0.96 (Calculated from National Research Council, Committee on Animal Nutrition, & Subcommittee on Dairy Cattle Nutrition. (2001). Nutrient requirements of dairy cattle: 2001. National Academies Press.)",,
F162,Raw milk of sheep,Raw milk of sheep,Animal products,available,2291,,,,Raw milk of sheep,,Y,,,,,,,,18.4,20.4197391304348,19.8071469565217,,19.0148610782609,,,30.9782608695652,0.0485552678206351,,,"Nayak, C., C. T. Ramachandra, and G. Kumar. ""A Comprehensive Review on Composition of Donkey Milk in Comparison to Human, Cow, Buffalo, Sheep, Goat, Camel and Horse Milk."" Mysore Journal of Agricultural Sciences 54, no. 3 (2020). | GE=value in kcal*conversion factor from kcal to MJ of 0.004184 | From GE to DE=0.97; From DE to ME=0.96 (Calculated from National Research Council, Committee on Animal Nutrition, & Subcommittee on Dairy Cattle Nutrition. (2001). Nutrient requirements of dairy cattle: 2001. National Academies Press.)",,
F163,Raw milk of goats,Raw milk of goats,Animal products,available,2292,,,,Raw milk of goats,,,Y,,,,,,,12.2,21.9488524590164,21.2903868852459,,20.4387714098361,,,26.2295081967213,0.0411120818130428,,,"Nayak, C., C. T. Ramachandra, and G. Kumar. ""A Comprehensive Review on Composition of Donkey Milk in Comparison to Human, Cow, Buffalo, Sheep, Goat, Camel and Horse Milk."" Mysore Journal of Agricultural Sciences 54, no. 3 (2020). | GE=value in kcal*conversion factor from kcal to MJ of 0.004184 | From GE to DE=0.97; From DE to ME=0.96 (Calculated from National Research Council, Committee on Animal Nutrition, & Subcommittee on Dairy Cattle Nutrition. (2001). Nutrient requirements of dairy cattle: 2001. National Academies Press.)",,
F164,Raw milk of camel,Raw milk of camel,Animal products,available,2293,,,,Raw milk of camel,,,,,,,,,,11.56,22.2229757785467,21.5562865051903,,20.6940350449827,,,25.5190311418685,0.039998481413587,,,"Nayak, C., C. T. Ramachandra, and G. Kumar. ""A Comprehensive Review on Composition of Donkey Milk in Comparison to Human, Cow, Buffalo, Sheep, Goat, Camel and Horse Milk."" Mysore Journal of Agricultural Sciences 54, no. 3 (2020). | GE=value in kcal*conversion factor from kcal to MJ of 0.004184 | From GE to DE=0.97; From DE to ME=0.96 (Calculated from National Research Council, Committee on Animal Nutrition, & Subcommittee on Dairy Cattle Nutrition. (2001). Nutrient requirements of dairy cattle: 2001. National Academies Press.)",,
F165,"Hen eggs in shell, fresh",,Animal products,missing,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
F166,"Eggs from other birds in shell, fresh, n.e.",,Animal products,missing,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
F167,Natural honey,,Animal products,missing,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,
F168,"Fine hair, n.e.",,Animal products,missing,2943.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F169,"Hides, wet-salted of horses",,Animal products,missing,2952.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
F170,"Other raw skins of other animals, preserved",,Animal products,missing,2959.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
F171,"Meat of cattle with the bone, fresh or chilled",,Animal products,missing,21111.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F172,"Meat of goat, fresh or chilled",,Animal products,missing,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,
F173,"Meat of camels, fresh or chilled",,Animal products,missing,21117.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F174,"Horse meat, fresh or chilled",,Animal products,missing,21118.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F175,"Meat of asses, fresh or chilled",,Animal products,missing,21118.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F176,"Meat of mules, fresh or chilled",,Animal products,missing,21118.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F177,"Meat of chickens, fresh or chilled",,Animal products,missing,21121,,,,,,,,,,,,,,,,,,,,,,,,,,,
F178,"Edible offal of cattle, fresh, chilled or frozen",,Animal products,missing,21151,,,,,,,,,,,,,,,,,,,,,,,,,,,
F179,"Edible offal of pigs, fresh, chilled or frozen",,Animal products,missing,21153,,,,,,,,,,,,,,,,,,,,,,,,,,,
F180,"Edible offal of sheep, fresh, chilled or frozen",,Animal products,missing,21155,,,,,,,,,,,,,,,,,,,,,,,,,,,
F181,"Edible offal of goat, fresh, chilled or frozen",,Animal products,missing,21156,,,,,,,,,,,,,,,,,,,,,,,,,,,
F182,"Edible offals of horses and other equines,  fresh, chilled or frozen",,Animal products,missing,21159.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F183,"Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen",,Animal products,available,21160.01,NA,1059,NA,Poultry offal meal,,,,,,,Trade,,,92.3,24.4,,,,,15.2,60.2,,,87,https://www.feedipedia.org/node/12474,,
F184,"Edible offals and liver of ducks, fresh, chilled or frozen",,Animal products,missing,21160.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F185,"Offals n.e.c. (excluding mammals),fresh, chilled or frozen",,Animal products,missing,21170.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
F186,Meat meal,,By-products,available,21190.01,NA,1173,NA,"Meat and bone meal, high and low fat",,,,,,,Trade,,,94.5,17.2,,11.85,,10.55,11.85,58.45,0.09352,,81.65,see sheet Meat meal,,
F187,"Flours, meals and pellets, inedible, of fish, crustaceans, molluscs or other aquatic invertebrates",FISHMEAL,By-products,available,21291,NA,,NA,By-products from the fish industries.,,,,,,Monogastrics,,,,92.26,20.43,20.45,18.03,14.2,16.25,14.13,64.8,0.10368,95,89.65,see sheet Fish meal,,
F188,"Flour, meal, powder, flakes, granules and pellets of potatoes",,By-products,available,21392,1510,117,116,Steamed potato peels (liquid potato feed),Y,Y,,Y,Y,All,Trade,,,17,16.8,13.608,15.1,11.4,14.5,10.45,12.8,0.02048,69.8,73.7,https://www.feedipedia.org/node/26046,,
F189,"Sweet Corn, Prepared or Preserved",,Cereals,missing,21399.03,1290.01,448,446,Prepared or preserved other than by vinegar or acetic acid; not frozen,,,,,,,,,,,,,,,,,,,,,,,
F190,"Figs, Dried",,Fruits and vegetables,missing,21419.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F191,"Groundnuts, shelled",,Oil crops,available,21421,142,243,242,"Peanuts, without shells",Y,Y,,Y,,,Trade,,,95.5,29.3,28.8,24.3,23,23.5,,29.5,0.0472,89.9,,https://www.feedipedia.org/node/12165,,
F192,Grapefruit juice,,Other,missing,21432,,,,,,,,,,,,,,,,,,,,,,,,,,,
F193,Mango Pulp,,Other,available,21499.01,1316,584,571,"Mango (Mangifera indica), pulp, fresh",,,,,,,Trade,,,17.5,17.8,,14.1,,,,4.2,,,,https://www.feedipedia.org/node/12308,,
F194,Fat of pigs,,Animal products,missing,21511.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F195,"Pig, Butcher Fat",,Animal products,missing,21511.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F196,"Cattle fat, unrendered",,Animal products,missing,21512,,,,,,,,,,,,,,,,,,,,,,,,,,,
F197,"Goat fat, unrendered",,Animal products,missing,21515,,,,,,,,,,,,,,,,,,,,,,,,,,,
F198,Tallow,,Animal products,missing,21523,,,,,,,,,,,,,,,,,,,,,,,,,,,
F199,Animal Oils and Fats nes,,Animal products,missing,21529.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
F200,Soya bean oil,SOY OIL,Other,available,2161,141,237,236,Oil extracted from soybeans (Glicyne max).,,,,,,Monogastrics,Production,,,99.8,39.2999999999999,39.1427999999999,34.5,36.7,34.3499999999999,37.9,0,0,0,0,https://www.feedtables.com/content/soybean-oil,https://www.feedtables.com/content/bananas-immature-dried,
F201,"Sunflower-seed oil, crude",,Other,available,21631.01,1445,268,267,Sunflower oil,,,,,,,Production,,,99.3,39.3,,34.5,36.7,34.3,,0,0,0,0,https://www.feedtables.com/content/table-feed-profile?feed_pr_id=12394,,
F202,"Safflower-seed oil, crude",,Other,missing,21631.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F203,"Rapeseed or canola oil, crude",,Other,missing,21641.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F204,Palm oil,,Other,available,2165,1491.01,257,254,"Babbassu (Attalea speciosa) oil meal partially and decorticated , expellent and solvent extraction",,,,,,,Production,,,99.8,39.2,34.496,34.5,36.6,34.3,31.35,0,,,,https://www.feedtables.com/content/table-feed-profile?feed_pr_id=12403,,
F205,Oil of olive residues,,Oil crop cakes,available,21673,1450,274,260,"Olive oil cake, crude and exhausted with and whiout stones",,,,,,,Trade,,,86.6,19.7,6.2,7.6,5,,,10.25,0.0164,16.25,,see sheet Olive oil cake,,
F206,Oil of Sesame Seed,,Other,missing,21691.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
F207,"Other oil of Vegetable Origin, crude n.e.",,Other,missing,21691.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
F208,Cake of Rice Bran,,By-products,available,21910.01,113,37,27,"Rice bran, defatted (Fibre: <11%, 11-20%,>20%)",Y,Y,Y,Y,Y,All,Trade,,,90.1,17.33,10.66,10.63,8.66,10.03,7.51,13.26,0.021216,56.83,59.15,see sheet Cake of Bran Rice,,
F209,Cake of Maize,,Oil crop cakes,available,21910.02,112,61,56,,Y,Y,Y,Y,Y,All,Trade,,,91.22,19.65,15.9,13.76,12.92,12.53,10.3,20.92,0.033472,59.72,67.4,see sheet Maize germ meal,,
F210,Cake of Soya beans,MLSOY,Oil crop cakes,available,21910.03,141,238,236,"By-product from soy (Glycine max) oil production, commonly referred to as ‚Äòsoy cakes‚Äô or ‚Äòsoybean meal‚Äô.",Y,Y,Y,Y,Y,All,Trade,,,88,19.7,17.95655,17.05,13.35,15.55,11.05,53.9,0.08624,80.2,88.4,see sheet Soybean meal),,
F211,Cake of Groundnuts,MLOILSDS,Oil crop cakes,available,21910.04,142,245,242,"By-product (cakes, meals) from Groundnuts oil production.",,,,,,Monogastrics,Trade,,,90.7,20.6333333333333,17.3666666666666,16.1240666666666,12.9666666666666,15.2999999999999,11.6499999999999,52.3,0.08368,86.7,83.1,see sheet Groundnut meal),,
F212,Cake of Copra,MLOILSDS,Oil crop cakes,available,21910.05,1492,253,251,"By-product (cakes, meals) from Copra oil production.",,,,,,Monogastrics,Trade,,,90.7,19.3999999999999,15.2,10.55,12.15,9.8,8.69999999999999,22.95,0.0367199999999999,76.6,69.4,see sheet Copra meal),,
F213,Cake of Palm kernel,PKEXP,Oil crop cakes,available,21910.06,1491.01,259,254,"By-products from the production of kernel palm oil (Elaeis guineensis), commonly referred to as 'kernel cake'.",Y,Y,Y,y,Y,All,Trade,,,91.1,19.45,13.8,8.1,11.1499999999999,7.55,10.6,17.7,0.0283199999999999,73.8,63.9,see sheet Palm kernel meal),,
F214,Cake of Sunflower seed,MLOILSDS,Oil crop cakes,available,21910.07,1445,269,267,"By-product (cakes, meals) from Sunflower oil production.",Y,Y,Y,Y,Y,All,Trade,,,89.9,20,12.8,11.025,9.625,10.0749999999999,8.6,32.3249999999999,0.0517199999999999,74.8,77.7,see sheet Sunflower meal),,
F215,Cake of Rapeseed,MLRAPE,Oil crop cakes,available,21910.08,21641.01,272,271,"By-product from rape (Brassica napus) oil production, commonly referred to as ‚Äòrape cakes‚Äô or ‚Äòrapeseed meal‚Äô.",Y,Y,Y,Y,Y,All,Trade,,,90.5,20.35,15.637,14.25,12.1,13.2,9.05,35.9,0.05744,77.1,77.8,see sheet Rapeseed meal),,
F216,Olive Residues,,Oil crop cakes,available,21910.09,1450,273,260,"Olive leaves, braches fresh and dry",,,,,,,Trade,,,72.3,18.66,7.65,,6.6,,,9.93,0.015888,27.76,,see sheet Olive residues,,
F217,Cake of Safflowerseed,MLOILSDS,Oil crop cakes,available,21910.1,1446,282,280,"By-product (cakes, meals) from Safflowerseed oil production.",,,,,,Monogastrics,Trade,,,93.2,21.4,10.2291999999999,8.1,8.3,,,24.8,0.03968,80,,https://www.feedipedia.org/node/12552,,
F218,Cake of Sesame seed,MLOILSDS,Oil crop cakes,available,21910.11,1444,291,289,"By-product (cakes, meals) from Sesame oil production.",Y,Y,Y,Y,Y,All,Trade,,,92.8,20.6,16.6,15.7,12.5,14.4,11.3,44.9,0.07184,78.4,88.6,https://www.feedipedia.org/node/12577,,
F219,Cake of Mustard seed,MLOILSDS,Oil crop cakes,available,21910.12,1442,294,292,"By-product (cakes, meals) from Mustard oil production.",,,,,,Monogastrics,Trade,,,89.5,20,12.64,12,10.9,11.35,7.1,18.2,0.02912,71.1,50.1,https://www.feedtables.com/content/mustard-bran,,
F220,Cake of Kapok,,Oil crop cakes,available,21910.14,1499.05,314,310,,Y,Y,Y,Y,Y,All,Trade,,,89.5,20.4,,12.7,9.1,,8.8,34.1,,74.1,,https://www.feedipedia.org/node/12220,,
F221,Cake of Cottonseed,MLCTTN,Oil crop cakes,available,21910.15,143,332,329,"By-product from cottonseed (Gossypium spp.) oil production, commonly referred to as ‚Äòcottonseed meal‚Äô.",,,,,,All,Trade,,,91.6,20.65,15.545,13.1,11.7666666666666,11.9333333333333,9.7,42.4249999999999,0.0678799999999999,80.4,73.4,see sheet Cottonseed meal),,
F222,Cake of Linseed,MLOILSDS,Oil crop cakes,available,21910.16,1441,335,333,"By-product (cakes, meals) from Linseed oil production.",,,,,,Monogastrics,Trade,,,89.1,19.7,17.95655,17.05,13.35,15.55,11.05,53.9,0.08624,76.8,87.7,see sheet Linseed meal),,
F223,Cake of Hempseed,MLOILSDS,Oil crop cakes,available,21910.17,1449.02,338,336,"By-product (cakes, meals) from Hempseed oil production.",Y,Y,,,Y,,Trade,,,90,20.5,11.1315,9.9091,9,9.75,10.25,35.5499999999999,0.05688,71.9,55.6,see sheet Hempseed meal),,
F224,Cake of Poppy seed,,Oil crop cakes,"available, item missing from SUAS",,1448,,296,"Poppy (Papaver somniferum), oil meal, mechanical and solvent extraction",Y,Y,Y,Y,Y,All,Production,,,91.15,19,14.4,11.8,11,11.7,,29.6,0.04736,79.1,,see cheet Poppy oil meal,,not recent literature on the use as feed
F225,Cake of Oilseeds nes,MLOILSDS,Oil crop cakes,available,21910.9,1449.9,341,339,"By-product (cakes, meals) from other oilseed production.",,,,,,Monogastrics,Trade,,,89.2864705882353,19.9878431372549,13.8132791666667,12.4261354166667,10.6928431372549,12.2067948717949,9.8576923076923,31.7441176470588,0.050555,69.69,73.5916666666667,Calculates as average of values for known oil seed meals,,
F226,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard",,Oil crop cakes,missing,21920,,,,,,,,,,,,,,,,,,,,,,,,,,,
F227,Skim Milk of Cows,,Animal products,missing,22110.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
F228,Skim Milk of Buffalo,,Animal products,missing,22110.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
F229,Skim Sheep Milk,,Animal products,missing,22110.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
F230,"Whey, Fresh",,Animal products,missing,22130.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
F231,"Whey, dry",,Animal products,available,22130.02,NA,900,NA,,,,,,,,Production,,,97.05,15.75,14.35,14.95,12.05,14.5,12.1,10.9,0.01744,72.55,,see sheet Whey dry,,
F232,"Whey, Condensed",,Animal products,available,22130.03,NA,890,NA,"Whey, permeate",,,,,,,Production,,,97.7,15.6,14.352,15.2,11.7,14.8,8.1,5.8,0.00928,64.1,95,https://www.feedtables.com/content/table-feed-profile?feed_pr_id=12552,,Whey permeated == condensed?
